timestamp,open,high,low,close,volume
2021-01-15 18:17:00,127.0900,127.0900,127.0900,127.0900,590
2021-01-15 18:16:00,127.1000,127.1000,127.1000,127.1000,793
2021-01-15 18:15:00,127.1100,127.1100,127.1000,127.1000,3176
2021-01-15 18:14:00,127.1100,127.1100,127.1000,127.1100,3896
2021-01-15 18:13:00,127.1000,127.1100,127.1000,127.1100,561
2021-01-15 18:12:00,127.1100,127.1200,127.1000,127.1200,1283
2021-01-15 18:11:00,127.1200,127.1200,127.1200,127.1200,1076
2021-01-15 18:10:00,127.1100,127.1300,127.1100,127.1300,696
2021-01-15 18:09:00,127.1100,127.1100,127.1100,127.1100,516
2021-01-15 18:08:00,127.1200,127.1200,127.0900,127.0900,917
2021-01-15 18:07:00,127.1000,127.1200,127.1000,127.1200,1088
2021-01-15 18:06:00,127.1200,127.1200,127.1000,127.1000,12395
2021-01-15 18:05:00,127.1200,127.1200,127.1200,127.1200,551
2021-01-15 18:04:00,127.1200,127.1200,127.1100,127.1100,4430
2021-01-15 18:03:00,127.1000,127.1300,127.1000,127.1200,1660
2021-01-15 18:02:00,127.1200,127.1300,127.1000,127.1000,2937
2021-01-15 18:01:00,127.1200,127.1200,127.1000,127.1200,1141
2021-01-15 18:00:00,127.1300,127.1300,127.1000,127.1200,1756
2021-01-15 17:59:00,127.0800,127.1300,127.0800,127.1300,2565
2021-01-15 17:58:00,127.1100,127.1100,127.0800,127.0800,3273
2021-01-15 17:57:00,127.1000,127.1100,127.1000,127.1100,2429
2021-01-15 17:56:00,127.1300,127.1300,127.1000,127.1000,9429
2021-01-15 17:55:00,127.1000,127.1700,127.1000,127.1300,4156
2021-01-15 17:54:00,127.1000,127.1200,127.0800,127.1200,3578
2021-01-15 17:53:00,127.0800,127.1000,127.0800,127.1000,1762
2021-01-15 17:52:00,127.0800,127.1200,127.0800,127.1000,4099
2021-01-15 17:51:00,127.0800,127.1000,127.0800,127.1000,1509
2021-01-15 17:50:00,127.1000,127.1200,127.1000,127.1000,13242
2021-01-15 17:49:00,127.1200,127.1200,127.1000,127.1000,1739
2021-01-15 17:48:00,127.1200,127.1200,127.1200,127.1200,1450
2021-01-15 17:47:00,127.1100,127.1200,127.1000,127.1000,14246
2021-01-15 17:46:00,127.1300,127.1300,127.1100,127.1100,2107
2021-01-15 17:45:00,127.1400,127.1400,127.1101,127.1101,1421
2021-01-15 17:44:00,127.1500,127.1700,127.1100,127.1100,2103
2021-01-15 17:43:00,127.1800,127.1800,127.1500,127.1500,7621
2021-01-15 17:42:00,127.1000,127.1800,127.1000,127.1800,3858
2021-01-15 17:41:00,127.0800,127.1400,127.0800,127.1400,4974
2021-01-15 17:40:00,127.0700,127.0800,127.0700,127.0705,3363
2021-01-15 17:39:00,127.0500,127.0600,127.0500,127.0600,1138
2021-01-15 17:38:00,127.0400,127.0600,127.0200,127.0600,3519
2021-01-15 17:36:00,127.0400,127.0400,127.0400,127.0400,1230
2021-01-15 17:35:00,127.0400,127.0400,127.0400,127.0400,630
2021-01-15 17:34:00,127.0400,127.0400,127.0201,127.0300,1463
2021-01-15 17:33:00,127.0200,127.0200,127.0200,127.0200,1125
2021-01-15 17:32:00,127.0700,127.0700,127.0200,127.0600,1379
2021-01-15 17:31:00,127.0200,127.0700,127.0200,127.0700,1186
2021-01-15 17:30:00,127.0200,127.0600,127.0200,127.0600,1576
2021-01-15 17:29:00,127.0500,127.0500,127.0500,127.0500,895
2021-01-15 17:28:00,127.0300,127.0500,127.0202,127.0300,2349
2021-01-15 17:27:00,127.0500,127.0500,127.0500,127.0500,1155
2021-01-15 17:26:00,127.0302,127.0600,127.0300,127.0300,2781
2021-01-15 17:25:00,127.0300,127.0300,127.0200,127.0300,2443
2021-01-15 17:24:00,127.0300,127.0400,127.0200,127.0300,2532
2021-01-15 17:23:00,127.0200,127.0300,127.0000,127.0300,2990
2021-01-15 17:22:00,127.0202,127.0300,127.0200,127.0200,871
2021-01-15 17:21:00,127.0300,127.0300,127.0200,127.0202,1944
2021-01-15 17:20:00,127.0300,127.0300,127.0300,127.0300,936
2021-01-15 17:19:00,127.0200,127.0200,127.0100,127.0200,6013
2021-01-15 17:18:00,127.0200,127.0200,127.0200,127.0200,1614
2021-01-15 17:17:00,127.0100,127.0100,127.0100,127.0100,715
2021-01-15 17:16:00,127.0000,127.0000,126.9900,126.9902,1969
2021-01-15 17:15:00,127.0000,127.0000,127.0000,127.0000,1795
2021-01-15 17:14:00,126.9700,127.0000,126.9700,127.0000,2871
2021-01-15 17:13:00,127.0000,127.0000,127.0000,127.0000,609
2021-01-15 17:12:00,127.0000,127.0000,127.0000,127.0000,1633
2021-01-15 17:11:00,127.0100,127.0200,127.0000,127.0200,2932
2021-01-15 17:10:00,127.0000,127.0200,127.0000,127.0200,2953
2021-01-15 17:09:00,127.0100,127.0100,127.0000,127.0100,1036
2021-01-15 17:08:00,127.0000,127.0000,127.0000,127.0000,714
2021-01-15 17:07:00,127.0000,127.0200,127.0000,127.0000,2031
2021-01-15 17:06:00,126.9500,127.0000,126.9500,127.0000,3755
2021-01-15 17:05:00,126.9000,126.9400,126.9000,126.9400,7841
2021-01-15 17:04:00,126.9300,126.9500,126.9000,126.9000,5956
2021-01-15 17:03:00,126.9300,126.9300,126.9300,126.9300,3354
2021-01-15 17:01:00,126.9200,126.9500,126.9200,126.9500,3521
2021-01-15 17:00:00,126.9500,126.9500,126.9100,126.9200,3042
2021-01-15 16:59:00,126.9600,126.9600,126.9000,126.9500,7130
2021-01-15 16:58:00,126.9500,127.1400,126.9000,126.9600,104735
2021-01-15 16:57:00,127.0000,127.0000,126.9500,126.9500,11585
2021-01-15 16:56:00,127.0500,127.0500,127.0000,127.0000,12942
2021-01-15 16:55:00,127.0301,127.0500,127.0100,127.0500,3209
2021-01-15 16:54:00,127.0300,127.0500,127.0300,127.0500,2677
2021-01-15 16:53:00,127.0200,127.0400,127.0100,127.0400,4068
2021-01-15 16:52:00,127.0500,127.0500,127.0100,127.0500,1866
2021-01-15 16:51:00,127.0500,127.0500,127.0500,127.0500,2257
2021-01-15 16:50:00,127.0500,127.0600,127.0000,127.0500,2367
2021-01-15 16:49:00,127.0400,127.0600,127.0000,127.0600,2884
2021-01-15 16:48:00,127.0400,127.0400,127.0100,127.0400,3432
2021-01-15 16:47:00,127.0700,127.0800,127.0400,127.0400,5984
2021-01-15 16:46:00,127.0700,127.0800,127.0400,127.0400,3547
2021-01-15 16:45:00,127.0500,127.1400,127.0500,127.0700,10392
2021-01-15 16:44:00,127.0500,127.0600,127.0100,127.0500,2563
2021-01-15 16:43:00,127.0600,127.1400,127.0100,127.0400,36249
2021-01-15 16:42:00,127.0600,127.0700,127.0501,127.0700,4335
2021-01-15 16:41:00,127.0600,127.0600,127.0600,127.0600,2020
2021-01-15 16:40:00,127.0600,127.0800,127.0600,127.0800,1885
2021-01-15 16:39:00,127.0600,127.0700,127.0600,127.0600,2819
2021-01-15 16:38:00,127.0500,127.0500,127.0200,127.0500,6005
2021-01-15 16:37:00,127.0400,127.0700,127.0300,127.0700,7247
2021-01-15 16:36:00,127.0600,127.0600,127.0200,127.0200,1474
2021-01-15 16:35:00,127.0700,127.0700,127.0700,127.0700,1453
2021-01-15 16:34:00,127.0700,127.1400,127.0300,127.0300,125635
2021-01-15 16:33:00,127.0900,127.0900,127.0900,127.0900,861
2021-01-15 16:32:00,127.0500,127.0900,127.0200,127.0900,4249
2021-01-15 16:31:00,127.0000,127.0300,126.9900,127.0000,8174
2021-01-15 16:30:00,127.0000,127.0200,127.0000,127.0000,5022
2021-01-15 16:29:00,127.0000,127.0100,127.0000,127.0100,5566
2021-01-15 16:28:00,127.0000,127.0100,126.9900,127.0100,19528
2021-01-15 16:27:00,127.0000,127.1400,126.9800,126.9900,1884926
2021-01-15 16:26:00,127.0000,127.0200,126.9800,126.9800,19145
2021-01-15 16:25:00,127.0199,127.0200,127.0000,127.0200,2701
2021-01-15 16:24:00,127.0100,127.0200,127.0000,127.0000,4646
2021-01-15 16:23:00,127.0299,127.1400,127.0000,127.0200,707155
2021-01-15 16:22:00,127.0100,127.0500,127.0000,127.0500,2011
2021-01-15 16:21:00,127.0100,127.0600,127.0000,127.0100,9221
2021-01-15 16:20:00,127.0100,127.0600,127.0100,127.0600,3588
2021-01-15 16:19:00,127.0600,127.0900,127.0000,127.0000,15407
2021-01-15 16:18:00,127.0800,127.1200,127.0800,127.0800,7728
2021-01-15 16:17:00,127.0500,127.0900,127.0400,127.0900,3922
2021-01-15 16:16:00,127.0500,127.0500,127.0500,127.0500,2288
2021-01-15 16:15:00,127.0000,127.1400,126.9800,127.1400,57024
2021-01-15 16:14:00,126.9998,127.0100,126.9800,126.9900,10225
2021-01-15 16:13:00,127.0400,127.0400,126.9700,127.0000,20984
2021-01-15 16:12:00,127.0100,127.1400,127.0100,127.0500,105359
2021-01-15 16:11:00,127.0500,127.1591,127.0000,127.0100,34092
2021-01-15 16:10:00,127.0900,127.0900,127.0000,127.0900,3456
2021-01-15 16:09:00,126.9100,127.1200,126.9100,127.0400,14513
2021-01-15 16:08:00,127.0600,127.0800,126.9500,126.9500,867815
2021-01-15 16:07:00,127.0900,127.0900,127.0100,127.0500,15055
2021-01-15 16:06:00,127.0900,127.1400,127.0100,127.0100,16684
2021-01-15 16:05:00,127.1200,127.1400,127.0500,127.0900,24378
2021-01-15 16:04:00,127.1398,127.1400,127.1000,127.1400,19728
2021-01-15 16:03:00,127.1400,127.1500,127.0900,127.1400,2327174
2021-01-15 16:02:00,127.1100,127.2100,127.0700,127.1200,43876
2021-01-15 16:01:00,127.1400,128.4798,127.0900,127.1000,347521
2021-01-15 16:00:00,127.1850,127.3500,127.0300,127.0700,1481824
2021-01-15 15:59:00,127.2750,127.2800,127.1400,127.1850,586968
2021-01-15 15:58:00,127.1900,127.2900,127.1500,127.2800,463658
2021-01-15 15:57:00,127.2650,127.3200,127.1800,127.1850,495482
2021-01-15 15:56:00,127.1250,127.2600,127.1200,127.2600,520144
2021-01-15 15:55:00,127.3200,127.3700,127.0000,127.1270,962684
2021-01-15 15:54:00,127.3600,127.3800,127.3000,127.3100,270444
2021-01-15 15:53:00,127.2800,127.3800,127.2610,127.3550,333216
2021-01-15 15:52:00,127.2900,127.3800,127.2500,127.2750,275107
2021-01-15 15:51:00,127.3700,127.5000,127.2700,127.2800,345189
2021-01-15 15:50:00,127.2830,127.3700,127.2600,127.3550,229857
2021-01-15 15:49:00,127.3000,127.3400,127.2300,127.2800,224209
2021-01-15 15:48:00,127.3568,127.4200,127.2693,127.3000,286011
2021-01-15 15:47:00,127.2700,127.3800,127.2500,127.3533,221637
2021-01-15 15:46:00,127.1800,127.3800,127.1700,127.2850,378035
2021-01-15 15:45:00,127.3299,127.3700,127.1800,127.1900,438655
2021-01-15 15:44:00,127.5000,127.5450,127.3220,127.3220,348562
2021-01-15 15:43:00,127.4991,127.5900,127.4900,127.5050,202265
2021-01-15 15:42:00,127.4650,127.5100,127.4300,127.4950,209834
2021-01-15 15:41:00,127.3999,127.4750,127.3750,127.4643,182162
2021-01-15 15:40:00,127.4500,127.5000,127.3800,127.3900,154263
2021-01-15 15:39:00,127.4700,127.5700,127.4400,127.4550,193534
2021-01-15 15:38:00,127.4693,127.5400,127.4300,127.4850,232841
2021-01-15 15:37:00,127.4384,127.4801,127.4300,127.4624,195682
2021-01-15 15:36:00,127.3950,127.4950,127.3600,127.4401,300217
2021-01-15 15:35:00,127.4052,127.4400,127.3800,127.3950,159573
2021-01-15 15:34:00,127.3848,127.4300,127.3400,127.4000,197487
2021-01-15 15:33:00,127.3800,127.4400,127.3600,127.3900,294885
2021-01-15 15:32:00,127.5200,127.5200,127.3700,127.3746,374624
2021-01-15 15:31:00,127.5600,127.6100,127.4900,127.5200,418711
2021-01-15 15:30:00,127.5850,127.6000,127.5450,127.5600,205040
2021-01-15 15:29:00,127.6350,127.6350,127.5700,127.5800,223704
2021-01-15 15:28:00,127.7300,127.7393,127.6102,127.6400,208025
2021-01-15 15:27:00,127.7700,127.8000,127.7300,127.7300,131128
2021-01-15 15:26:00,127.8100,127.8100,127.6900,127.7600,160486
2021-01-15 15:25:00,127.7350,127.8000,127.7100,127.8000,116439
2021-01-15 15:24:00,127.7550,127.8200,127.7200,127.7300,102999
2021-01-15 15:23:00,127.7900,127.8100,127.7500,127.7541,118114
2021-01-15 15:22:00,127.7550,127.8400,127.7550,127.7900,164762
2021-01-15 15:21:00,127.7700,127.7800,127.7106,127.7600,186554
2021-01-15 15:20:00,127.8900,127.9000,127.7710,127.7770,148356
2021-01-15 15:19:00,127.8701,127.9100,127.8350,127.8859,132958
2021-01-15 15:18:00,127.8250,127.8800,127.8200,127.8763,112074
2021-01-15 15:17:00,127.9250,127.9250,127.8100,127.8257,151174
2021-01-15 15:16:00,127.8100,127.9700,127.8100,127.9298,296488
2021-01-15 15:15:00,127.7068,127.8457,127.7050,127.8100,250710
2021-01-15 15:14:00,127.7200,127.7600,127.6700,127.7001,222587
2021-01-15 15:13:00,127.7100,127.7600,127.6800,127.7200,180782
2021-01-15 15:12:00,127.6600,127.7500,127.6500,127.7008,224310
2021-01-15 15:11:00,127.5400,127.7200,127.5300,127.6700,278484
2021-01-15 15:10:00,127.5150,127.5500,127.4900,127.5400,402719
2021-01-15 15:09:00,127.5100,127.5800,127.5000,127.5200,217926
2021-01-15 15:08:00,127.5700,127.5800,127.5100,127.5150,181654
2021-01-15 15:07:00,127.5590,127.6400,127.5450,127.5620,172462
2021-01-15 15:06:00,127.6900,127.7000,127.5300,127.5500,303547
2021-01-15 15:05:00,127.6993,127.7300,127.6600,127.6941,123161
2021-01-15 15:04:00,127.8065,127.8200,127.6750,127.6900,138238
2021-01-15 15:03:00,127.6900,127.8200,127.6750,127.8099,134957
2021-01-15 15:02:00,127.6400,127.7400,127.6300,127.6900,132838
2021-01-15 15:01:00,127.7400,127.7602,127.5900,127.6350,260928
2021-01-15 15:00:00,127.7000,127.7400,127.6800,127.7280,107936
2021-01-15 14:59:00,127.7400,127.7500,127.6900,127.7000,120155
2021-01-15 14:58:00,127.7300,127.8092,127.6800,127.7300,160652
2021-01-15 14:57:00,127.7008,127.7800,127.7008,127.7308,131081
2021-01-15 14:56:00,127.7800,127.8000,127.6500,127.7075,204631
2021-01-15 14:55:00,127.7473,127.8200,127.7200,127.7700,148602
2021-01-15 14:54:00,127.7432,127.7793,127.7250,127.7450,140367
2021-01-15 14:53:00,127.8100,127.8100,127.7200,127.7500,243196
2021-01-15 14:52:00,127.9406,127.9500,127.8050,127.8200,202498
2021-01-15 14:51:00,128.0200,128.0393,127.9206,127.9480,153743
2021-01-15 14:50:00,128.0862,128.1050,128.0000,128.0100,142073
2021-01-15 14:49:00,128.0268,128.1000,128.0093,128.0850,125057
2021-01-15 14:48:00,128.0657,128.0799,127.9900,128.0250,130376
2021-01-15 14:47:00,128.0150,128.0700,127.9719,128.0699,194477
2021-01-15 14:46:00,127.9730,128.0700,127.9700,128.0150,154578
2021-01-15 14:45:00,128.0100,128.0100,127.9400,127.9708,109733
2021-01-15 14:44:00,127.9450,128.0200,127.9100,128.0150,169923
2021-01-15 14:43:00,127.9100,127.9550,127.8876,127.9400,130403
2021-01-15 14:42:00,127.9050,127.9200,127.8400,127.9100,156437
2021-01-15 14:41:00,127.9800,128.0000,127.8900,127.9100,180046
2021-01-15 14:40:00,127.9800,128.0100,127.9450,127.9800,123325
2021-01-15 14:39:00,127.9784,128.0000,127.9400,127.9800,113723
2021-01-15 14:38:00,128.0300,128.0300,127.8900,127.9700,229200
2021-01-15 14:37:00,128.0850,128.1000,128.0100,128.0300,156114
2021-01-15 14:36:00,128.0157,128.1000,127.9200,128.0800,416956
2021-01-15 14:35:00,128.0650,128.0650,128.0100,128.0156,107000
2021-01-15 14:34:00,128.0646,128.0700,128.0000,128.0600,202652
2021-01-15 14:33:00,128.0700,128.0800,128.0300,128.0638,63098
2021-01-15 14:32:00,128.0900,128.0900,128.0400,128.0701,83194
2021-01-15 14:31:00,128.0600,128.1100,128.0200,128.0900,164968
2021-01-15 14:30:00,128.0873,128.1200,128.0500,128.0599,260113
2021-01-15 14:29:00,128.1000,128.1150,128.0413,128.0800,140537
2021-01-15 14:28:00,128.0250,128.1100,128.0000,128.0931,216850
2021-01-15 14:27:00,128.1250,128.1250,128.0250,128.0300,243283
2021-01-15 14:26:00,128.1810,128.2100,128.1200,128.1299,146989
2021-01-15 14:25:00,128.2600,128.2700,128.1800,128.1801,147831
2021-01-15 14:24:00,128.2900,128.3150,128.2600,128.2600,94354
2021-01-15 14:23:00,128.3100,128.3200,128.2600,128.2980,83424
2021-01-15 14:22:00,128.3550,128.3593,128.2907,128.3074,103534
2021-01-15 14:21:00,128.3500,128.3700,128.3100,128.3600,104916
2021-01-15 14:20:00,128.3650,128.3900,128.3350,128.3550,93262
2021-01-15 14:19:00,128.3900,128.4050,128.3600,128.3657,79833
2021-01-15 14:18:00,128.3900,128.4200,128.3707,128.3900,83912
2021-01-15 14:17:00,128.4400,128.4493,128.3750,128.3900,102976
2021-01-15 14:16:00,128.4100,128.5193,128.4100,128.4500,112062
2021-01-15 14:15:00,128.4350,128.4700,128.3801,128.4001,111454
2021-01-15 14:14:00,128.4276,128.4350,128.3948,128.4300,94932
2021-01-15 14:13:00,128.4700,128.5100,128.4000,128.4200,94350
2021-01-15 14:12:00,128.4700,128.4900,128.4250,128.4617,77189
2021-01-15 14:11:00,128.5100,128.5127,128.4420,128.4650,96563
2021-01-15 14:10:00,128.5600,128.5800,128.4800,128.5000,133889
2021-01-15 14:09:00,128.5800,128.6200,128.5507,128.5600,80830
2021-01-15 14:08:00,128.5750,128.6000,128.5500,128.5800,64794
2021-01-15 14:07:00,128.6000,128.6293,128.5200,128.5717,325685
2021-01-15 14:06:00,128.6397,128.7100,128.5900,128.6093,118184
2021-01-15 14:05:00,128.6700,128.7300,128.6300,128.6301,91415
2021-01-15 14:04:00,128.6500,128.6868,128.6300,128.6700,101086
2021-01-15 14:03:00,128.5700,128.6600,128.5700,128.6599,135893
2021-01-15 14:02:00,128.5292,128.6200,128.5000,128.5800,96002
2021-01-15 14:01:00,128.5000,128.5500,128.4800,128.5400,79768
2021-01-15 14:00:00,128.4600,128.5300,128.4450,128.4920,104501
2021-01-15 13:59:00,128.5550,128.5592,128.4407,128.4407,120582
2021-01-15 13:58:00,128.5695,128.5695,128.5200,128.5507,63218
2021-01-15 13:57:00,128.5100,128.5700,128.4900,128.5600,86347
2021-01-15 13:56:00,128.6100,128.6100,128.4800,128.5201,163662
2021-01-15 13:55:00,128.6006,128.6459,128.5800,128.6200,95044
2021-01-15 13:54:00,128.7400,128.7407,128.6000,128.6100,135131
2021-01-15 13:53:00,128.6900,128.7888,128.6900,128.7450,140641
2021-01-15 13:52:00,128.5800,128.6900,128.5800,128.6807,68788
2021-01-15 13:51:00,128.5900,128.6000,128.4900,128.5850,131474
2021-01-15 13:50:00,128.6800,128.7000,128.5701,128.5800,96919
2021-01-15 13:49:00,128.7146,128.7450,128.6600,128.6768,88050
2021-01-15 13:48:00,128.7100,128.7300,128.6850,128.7200,47599
2021-01-15 13:47:00,128.6700,128.7200,128.6502,128.7144,58999
2021-01-15 13:46:00,128.6800,128.6850,128.6300,128.6650,65828
2021-01-15 13:45:00,128.6310,128.6892,128.6200,128.6800,68731
2021-01-15 13:44:00,128.6550,128.6600,128.6200,128.6400,51259
2021-01-15 13:43:00,128.6500,128.6700,128.6201,128.6550,69843
2021-01-15 13:42:00,128.6700,128.7100,128.6200,128.6450,77373
2021-01-15 13:41:00,128.7293,128.7400,128.6550,128.6700,86937
2021-01-15 13:40:00,128.6900,128.7600,128.6606,128.7283,102689
2021-01-15 13:39:00,128.6300,128.7090,128.6203,128.6850,74440
2021-01-15 13:38:00,128.6395,128.6700,128.6200,128.6250,73764
2021-01-15 13:37:00,128.5800,128.6500,128.5700,128.6300,79568
2021-01-15 13:36:00,128.6200,128.6210,128.5100,128.5600,115160
2021-01-15 13:35:00,128.6501,128.6600,128.5800,128.6150,103675
2021-01-15 13:34:00,128.6800,128.6900,128.6300,128.6500,58816
2021-01-15 13:33:00,128.6693,128.6985,128.6250,128.6807,60542
2021-01-15 13:32:00,128.7100,128.7287,128.6300,128.6600,84722
2021-01-15 13:31:00,128.6592,128.7350,128.6300,128.7150,1800028
2021-01-15 13:30:00,128.6700,128.7050,128.6300,128.6500,84073
2021-01-15 13:29:00,128.6950,128.7185,128.6500,128.6701,91767
2021-01-15 13:28:00,128.7300,128.7600,128.6933,128.7000,87864
2021-01-15 13:27:00,128.7334,128.7700,128.7163,128.7339,59034
